,DB_ID1,DB_ID2
260106,DB01201,DB00446
448310,DB01201,DB00706
421810,DB01201,DB00887
554615,DB01201,DB00875
377197,DB01201,DB00281
188925,DB01201,DB00618
102422,DB01201,DB01406
97387,DB01201,DB09079
42559,DB01201,DB00409
150023,DB01201,DB03615
394818,DB01201,DB00121
100342,DB01201,DB00309
488050,DB01201,DB06589
3436,DB01201,DB01181
356248,DB01201,DB09053
109526,DB01201,DB00834
84382,DB01201,DB01656
468928,DB01201,DB00503
75458,DB01201,DB09074
99541,DB01201,DB00243
42763,DB01201,DB08896
395325,DB01201,DB00622
228043,DB01201,DB01074
266044,DB01201,DB00762
197662,DB01201,DB00661
543450,DB01201,DB00586
337609,DB01201,DB00741
325251,DB01201,DB09143
182276,DB01201,DB00635
518507,DB01201,DB01182
244420,DB01201,DB00908
284313,DB01201,DB06605
80397,DB01201,DB00820
168314,DB01201,DB01115
218101,DB01201,DB00884
160630,DB01201,DB00091
73131,DB01201,DB00802
437536,DB01201,DB00214
48947,DB01201,DB01244
264440,DB01201,DB00490
172076,DB01201,DB01167
183436,DB01201,DB00996
261435,DB01201,DB08816
552180,DB01201,DB01590
94756,DB01201,DB00539
395250,DB01201,DB09071
50935,DB01201,DB09027
414288,DB01201,DB06626
339038,DB01201,DB09030
106789,DB01201,DB09123
460030,DB01201,DB09128
149164,DB01201,DB01234
320249,DB01201,DB05676
84506,DB01201,DB00555
370271,DB01201,DB00312
30006,DB01201,DB00269
94870,DB01201,DB09291
211085,DB01201,DB00530
54170,DB01201,DB00203
501090,DB00862,DB00307
550767,DB00862,DB00482
225165,DB00862,DB01009
532943,DB00862,DB00669
359688,DB00862,DB01109
182827,DB00862,DB00046
456550,DB00862,DB00063
504403,DB00862,DB06696
555512,DB00862,DB01242
272341,DB00862,DB04946
8216,DB00862,DB09291
219509,DB00862,DB00864
554074,DB00862,DB00404
390479,DB00862,DB01100
256126,DB00862,DB01054
510347,DB00862,DB00454
99057,DB00862,DB01067
36074,DB00862,DB00974
290490,DB00862,DB00734
105642,DB00862,DB08872
296340,DB00862,DB08439
552389,DB00862,DB00964
336495,DB00862,DB00257
545740,DB00862,DB00774
37829,DB00862,DB09275
192817,DB00862,DB09123
551888,DB00862,DB00176
547999,DB00862,DB00282
90494,DB00862,DB01255
77514,DB00862,DB09009
80228,DB00862,DB08865
544392,DB00862,DB00851
523992,DB00862,DB00322
90731,DB00862,DB00423
219,DB00862,DB00402
11670,DB00862,DB01238
128813,DB00862,DB00395
145980,DB00862,DB08794
429315,DB00862,DB09292
486881,DB00862,DB01200
161090,DB00862,DB00782
267435,DB00862,DB08795
57293,DB00862,DB00850
544829,DB00862,DB08824
18710,DB00862,DB08918
68449,DB00862,DB00628
76118,DB00862,DB03880
152960,DB00862,DB00578
541528,DB00862,DB00674
44236,DB00862,DB00621
513409,DB00862,DB00865
17541,DB00862,DB00808
422437,DB00862,DB08873
122791,DB00862,DB00706
66,DB00862,DB06237
183004,DB00862,DB05521
315899,DB00862,DB01018
64408,DB00862,DB00014
199895,DB00862,DB01167
81658,DB00862,DB00343
362446,DB00862,DB00457
298884,DB00862,DB01264
187483,DB00862,DB00887
60569,DB00862,DB00215
295093,DB00862,DB00524
25631,DB00862,DB00393
132610,DB00862,DB00612
376213,DB00862,DB00203
310954,DB00862,DB00880
194213,DB00862,DB00381
214084,DB00862,DB00224
409034,DB00862,DB01211
114154,DB00862,DB00178
203815,DB00862,DB01193
293064,DB00862,DB09073
537744,DB00862,DB06207
49337,DB00862,DB00968
363648,DB00862,DB00673
236622,DB00862,DB01263
187412,DB00862,DB09048
298375,DB00862,DB00898
556153,DB00862,DB09118
124677,DB00862,DB00598
401204,DB00862,DB04871
152961,DB00862,DB00204
215476,DB00862,DB00872
101115,DB00862,DB06290
461512,DB00862,DB01203
6281,DB00862,DB00722
115718,DB00862,DB04884
213472,DB00862,DB09065
54667,DB00862,DB00622
394692,DB00862,DB08931
44645,DB00862,DB06414
207481,DB00862,DB09026
68265,DB06414,DB00273
95551,DB06414,DB00850
40732,DB06414,DB09241
532918,DB06414,DB01356
514387,DB06414,DB01591
283855,DB06414,DB00935
251395,DB06414,DB00919
8128,DB06414,DB01223
431610,DB06414,DB01621
89783,DB06414,DB01193
99858,DB06414,DB00381
526175,DB06414,DB01074
498757,DB06414,DB00331
516032,DB06414,DB04899
545243,DB06414,DB00423
510015,DB06414,DB01656
187769,DB06414,DB00895
121137,DB06414,DB01489
514860,DB06414,DB09288
99271,DB06414,DB00499
68,DB06414,DB00338
555519,DB06414,DB01208
9698,DB06414,DB00561
307276,DB06414,DB00230
99194,DB06414,DB09071
247303,DB06414,DB00710
524555,DB06414,DB00266
97318,DB06414,DB01097
34957,DB06414,DB00933
214147,DB06414,DB11095
146112,DB06414,DB00514
294616,DB06414,DB00889
126259,DB06414,DB00218
497363,DB06414,DB01071
19001,DB06414,DB09117
53085,DB06414,DB00449
476349,DB06414,DB01101
553976,DB06414,DB00435
362861,DB06414,DB00283
167557,DB06414,DB00668
344514,DB06414,DB01224
308038,DB06414,DB00993
184422,DB06414,DB00983
205320,DB06414,DB09030
398497,DB06414,DB09063
148444,DB06414,DB01008
359962,DB06414,DB08932
94337,DB06414,DB01612
118467,DB06414,DB06767
151897,DB06414,DB00294
505589,DB06414,DB00304
339119,DB06414,DB00745
234995,DB06414,DB04861
503077,DB06414,DB00968
265907,DB06414,DB00197
163435,DB06414,DB09242
100434,DB06414,DB00488
518187,DB06414,DB00402
84986,DB06414,DB06826
177295,DB06414,DB04837
357052,DB06414,DB06717
363497,DB06414,DB00327
550783,DB06414,DB01567
208903,DB06414,DB01176
104156,DB06414,DB00834
368433,DB06414,DB06788
285325,DB06414,DB09290
541709,DB06414,DB01171
271499,DB06414,DB00284
458904,DB06414,DB00390
247534,DB06414,DB06626
255800,DB06414,DB00908
441743,DB06414,DB01195
397672,DB06414,DB01076
480391,DB06414,DB01181
11000,DB06414,DB01095
90773,DB06414,DB01118
70467,DB06414,DB06697
10623,DB06414,DB00921
33717,DB06414,DB00503
260159,DB06414,DB00307
352385,DB06414,DB01238
205771,DB06414,DB01201
177207,DB06414,DB03880
118268,DB06414,DB08930
493312,DB06414,DB00625
160215,DB06414,DB01166
81320,DB06414,DB00180
167907,DB06414,DB00224
302297,DB06414,DB00203
259762,DB06414,DB00379
2617,DB06414,DB01244
281903,DB06414,DB00281
515491,DB06414,DB01026
19144,DB06414,DB00758
515152,DB00742,DB00405
96689,DB00742,DB01087
287065,DB00742,DB06711
215910,DB00742,DB01603
299719,DB00742,DB09256
477990,DB00742,DB09064
191914,DB00742,DB00660
63717,DB00742,DB00441
391993,DB00742,DB00356
4739,DB00742,DB00415
134283,DB00742,DB01071
444526,DB00742,DB09288
467144,DB00742,DB01164
227584,DB00742,DB01607
128990,DB00742,DB05521
339776,DB00742,DB01612
510017,DB00742,DB00816
30251,DB00742,DB08934
171845,DB00742,DB00553
550923,DB00742,DB00482
336580,DB00742,DB09128
444792,DB00742,DB00884
555515,DB00742,DB01023
95837,DB00742,DB01380
75426,DB00742,DB00349
119071,DB00742,DB09280
444384,DB00742,DB01068
544007,DB00742,DB00384
101087,DB00742,DB00754
85876,DB00742,DB00723
497224,DB00742,DB00694
100983,DB00742,DB00414
174975,DB00742,DB00651
412,DB00742,DB00304
403210,DB00742,DB00250
102231,DB00742,DB00470
251939,DB00742,DB01202
220404,DB00742,DB01050
387636,DB00742,DB01364
364903,DB00742,DB00166
229734,DB00742,DB01544
494101,DB00742,DB00974
33520,DB00742,DB00404
559928,DB00742,DB00991
69,DB00742,DB00854
6485,DB00742,DB09049
403352,DB00742,DB00284
213201,DB00742,DB00983
105685,DB00742,DB00602
430431,DB00742,DB08912
490519,DB00742,DB00477
506280,DB00742,DB08896
457497,DB00742,DB00205
150706,DB00742,DB06724
15486,DB00742,DB00593
477480,DB00742,DB00934
469363,DB00742,DB09053
557079,DB00742,DB00475
378401,DB00742,DB00448
269660,DB00742,DB01267
487939,DB00742,DB00396
40653,DB00742,DB01602
506320,DB00742,DB04946
242626,DB00742,DB00455
351675,DB00742,DB09143
190180,DB00742,DB01218
427978,DB00742,DB00351
93099,DB00742,DB00407
347205,DB00742,DB01601
311898,DB00742,DB01192
551220,DB00742,DB00368
169608,DB00742,DB01190
114778,DB00742,DB01069
90880,DB00742,DB06704
553747,DB00742,DB00767
465249,DB00742,DB08860
310141,DB00742,DB00460
101622,DB00742,DB08893
103407,DB00742,DB00586
523866,DB00742,DB00268
127969,DB00742,DB00919
296959,DB00742,DB00862
24706,DB00742,DB00452
506206,DB00742,DB01143
215702,DB00742,DB00806
140366,DB00742,DB00820
232061,DB00742,DB00484
26861,DB00742,DB00177
473676,DB00742,DB00422
100423,DB00742,DB01082
35388,DB00742,DB00684
231742,DB00742,DB00295
281133,DB00742,DB01354
52717,DB00742,DB00752
82783,DB00742,DB01235
534753,DB09407,DB00582
506832,DB09407,DB00165
530235,DB09407,DB05812
477832,DB09407,DB00188
395376,DB09407,DB01058
73917,DB09407,DB06603
344413,DB09407,DB00367
93876,DB09407,DB03615
555497,DB09407,DB00691
367989,DB09407,DB01149
458750,DB09407,DB08912
236472,DB09407,DB01254
135647,DB09407,DB09061
268869,DB09407,DB04908
190365,DB09407,DB01163
113869,DB09407,DB00257
348276,DB09407,DB01403
294602,DB09407,DB01087
366383,DB09407,DB01156
86871,DB09407,DB00427
556131,DB09407,DB00014
12045,DB09407,DB00309
270359,DB09407,DB00454
445304,DB09407,DB00396
463752,DB09407,DB00449
509236,DB09407,DB01115
189721,DB09407,DB00441
48917,DB09407,DB00578
502345,DB09407,DB11181
113158,DB09407,DB00953
414378,DB09407,DB00948
152679,DB09407,DB00606
390642,DB09407,DB01229
88438,DB09407,DB01219
224712,DB09407,DB08875
355991,DB09407,DB01155
398048,DB09407,DB06813
123185,DB09407,DB08909
231260,DB09407,DB00542
176421,DB09407,DB01124
239642,DB09407,DB01043
433512,DB09407,DB08903
81831,DB09407,DB00388
2977,DB09407,DB00864
491758,DB09407,DB00421
363991,DB09407,DB00641
100572,DB09407,DB09049
301158,DB09407,DB09290
223170,DB09407,DB00990
529481,DB09407,DB01236
194101,DB09407,DB11315
94416,DB09407,DB11126
311525,DB09407,DB00227
511006,DB09407,DB00263
546485,DB09407,DB04899
468572,DB09407,DB00688
51810,DB09407,DB00246
97160,DB09407,DB00515
459884,DB09407,DB01215
187579,DB09407,DB00758
84899,DB09407,DB09211
70,DB09407,DB08873
100799,DB09407,DB06724
12671,DB09407,DB01008
246523,DB09407,DB00328
34116,DB09407,DB06789
346071,DB09407,DB00742
94639,DB09407,DB01038
265154,DB09407,DB00652
87889,DB09407,DB01211
530163,DB09407,DB00395
359145,DB09407,DB00728
31361,DB09407,DB01397
298658,DB09407,DB01112
146409,DB09407,DB00197
491955,DB09407,DB00175
266144,DB09407,DB01101
54070,DB09407,DB00932
518424,DB09407,DB00933
59558,DB09407,DB00411
315861,DB09407,DB06153
211731,DB09407,DB00418
387008,DB09407,DB00925
124441,DB09407,DB04339
642,DB09407,DB06817
8806,DB09407,DB00555
160889,DB09407,DB04825
77068,DB09407,DB00528
58400,DB09407,DB00884
435421,DB09407,DB01436
535847,DB09407,DB00622
458630,DB09407,DB00401
233218,DB09407,DB01023
21050,DB09407,DB04841
170421,DB09407,DB08826
411890,DB01268,DB01418
77171,DB01268,DB00370
426468,DB01268,DB00749
176973,DB01268,DB00630
116054,DB01268,DB06218
453513,DB01268,DB00214
429735,DB01268,DB09211
130367,DB01268,DB00897
68503,DB01268,DB09043
511334,DB01268,DB00208
8527,DB01268,DB09143
221249,DB01268,DB08932
465412,DB01268,DB09256
95702,DB01268,DB06813
424354,DB01268,DB00717
441893,DB01268,DB01189
556911,DB01268,DB01397
24613,DB01268,DB06817
356188,DB01268,DB01623
466014,DB01268,DB00484
552431,DB01268,DB00309
553675,DB01268,DB09291
320132,DB01268,DB06212
407658,DB01268,DB00585
85756,DB01268,DB00323
525020,DB01268,DB00530
557978,DB01268,DB11124
248253,DB01268,DB09273
114463,DB01268,DB00683
387324,DB01268,DB00653
538685,DB01268,DB00195
388795,DB01268,DB00388
498288,DB01268,DB08875
198174,DB01268,DB00300
5548,DB01268,DB09407
386482,DB01268,DB00182
466090,DB01268,DB00694
73962,DB01268,DB00136
246634,DB01268,DB00915
56125,DB01268,DB09064
437107,DB01268,DB00448
108489,DB01268,DB00543
546219,DB01268,DB01050
213655,DB01268,DB00691
28776,DB01268,DB00295
86132,DB01268,DB01000
500,DB01268,DB00594
8934,DB01268,DB01104
469930,DB01268,DB00774
16801,DB01268,DB01407
77039,DB01268,DB06822
209085,DB01268,DB06282
143861,DB01268,DB04899
467127,DB01268,DB00871
219807,DB01268,DB00690
50677,DB01268,DB01021
167590,DB01268,DB01587
14601,DB01268,DB01355
241870,DB01268,DB00310
88705,DB01268,DB09292
556728,DB01268,DB01268
303091,DB01268,DB00818
368393,DB01268,DB00622
543909,DB01268,DB00700
88889,DB01268,DB00957
32788,DB01268,DB08903
512544,DB01268,DB01291
440254,DB01268,DB09054
237427,DB01268,DB00220
253705,DB01268,DB01609
524412,DB01268,DB01234
381926,DB01268,DB00673
479803,DB01268,DB06335
34375,DB01268,DB00331
112594,DB01268,DB00204
76913,DB01268,DB01030
27321,DB01268,DB06287
46224,DB01268,DB00007
237418,DB01268,DB06695
339174,DB01268,DB08895
188447,DB01268,DB09049
157940,DB01268,DB06480
123647,DB01268,DB00780
506213,DB01268,DB00541
139960,DB01268,DB01097
89168,DB01268,DB08912
153390,DB01268,DB01263
415450,DB01268,DB00582
334617,DB01268,DB09118
254983,DB01268,DB00997
71,DB01268,DB04876
301425,DB01268,DB01167
288029,DB01268,DB08820
36843,DB01268,DB00243
104781,DB01268,DB08882
360750,DB01604,DB01175
63105,DB01604,DB01029
350528,DB01604,DB00683
78569,DB01604,DB00378
231399,DB01604,DB00474
69715,DB01604,DB08826
192979,DB01604,DB08864
516888,DB01604,DB01320
550286,DB01604,DB00379
534380,DB01604,DB00263
1611,DB01604,DB09330
202331,DB01604,DB05039
425967,DB01604,DB00208
64840,DB01604,DB00301
530702,DB01604,DB00454
238364,DB01604,DB00275
500625,DB01604,DB00284
97984,DB01604,DB01288
541946,DB01604,DB06228
35726,DB01604,DB00425
145456,DB01604,DB00304
378901,DB01604,DB01351
115394,DB01604,DB00714
343910,DB01604,DB00635
529490,DB01604,DB04835
698,DB01604,DB00528
132896,DB01604,DB00783
414964,DB01604,DB01178
3677,DB01604,DB00246
151342,DB01604,DB00904
185019,DB01604,DB00457
170113,DB01604,DB01173
295702,DB01604,DB01392
270035,DB01604,DB00377
540427,DB01604,DB00515
542235,DB01604,DB00477
486076,DB01604,DB08877
62094,DB01604,DB01162
293634,DB01604,DB00806
466981,DB01604,DB01147
499706,DB01604,DB01415
240594,DB01604,DB06717
215637,DB01604,DB01008
183485,DB01604,DB00451
174300,DB01604,DB00289
72881,DB01604,DB00955
210881,DB01604,DB06826
169349,DB01604,DB00421
294429,DB01604,DB00833
13975,DB01604,DB06203
386188,DB01604,DB00178
529120,DB01604,DB02703
502981,DB01604,DB08816
1772,DB01604,DB00707
542847,DB01604,DB06218
171495,DB01604,DB01106
100651,DB01604,DB00414
420103,DB01604,DB01427
266340,DB01604,DB00180
293908,DB01604,DB01501
284370,DB01604,DB00604
313317,DB01604,DB01088
67288,DB01604,DB00996
551295,DB01604,DB00364
59035,DB01604,DB01101
501070,DB01604,DB00642
474911,DB01604,DB00983
374077,DB01604,DB00199
297292,DB01604,DB00388
355941,DB01604,DB00919
71930,DB01604,DB00698
168960,DB01604,DB00398
240280,DB01604,DB01253
199229,DB01604,DB01072
56457,DB01604,DB00252
320390,DB01604,DB00435
50476,DB01604,DB00554
208947,DB01604,DB00537
410420,DB01604,DB06700
74925,DB01604,DB00499
227583,DB01604,DB00436
15368,DB01604,DB03619
76328,DB01604,DB00341
397524,DB01604,DB09274
72,DB01604,DB01579
4848,DB01604,DB00373
508848,DB01604,DB00794
11363,DB01604,DB00573
477064,DB01604,DB00912
83173,DB01604,DB00999
55321,DB01604,DB01032
304493,DB01604,DB00688
35851,DB01604,DB00682
491172,DB01604,DB00798
159936,DB01604,DB00759
394828,DB01264,DB09277
370342,DB01264,DB00736
480692,DB01264,DB00728
496469,DB01264,DB01656
87891,DB01264,DB00964
543148,DB01264,DB00584
56517,DB01264,DB00549
169206,DB01264,DB00371
549820,DB01264,DB01253
353290,DB01264,DB08868
365135,DB01264,DB00396
174951,DB01264,DB00806
278499,DB01264,DB01239
386440,DB01264,DB01264
165206,DB01264,DB01169
254543,DB01264,DB00350
221158,DB01264,DB01204
540463,DB01264,DB00199
537849,DB01264,DB00493
367848,DB01264,DB05294
68799,DB01264,DB00830
65120,DB01264,DB06663
11799,DB01264,DB01067
146727,DB01264,DB00915
18114,DB01264,DB01110
86977,DB01264,DB00341
210689,DB01264,DB02901
526434,DB01264,DB00512
73,DB01264,DB00402
437898,DB01264,DB09059
159957,DB01264,DB00658
42553,DB01264,DB00524
488884,DB01264,DB06698
117332,DB01264,DB00177
202147,DB01264,DB01248
490433,DB01264,DB00285
266975,DB01264,DB00136
69978,DB01264,DB00277
516475,DB01264,DB00364
451163,DB01264,DB00465
123794,DB01264,DB03793
168378,DB01264,DB09220
172795,DB01264,DB09009
231974,DB01264,DB00783
205989,DB01264,DB00854
32595,DB01264,DB04951
51798,DB01264,DB06210
115877,DB01264,DB09055
475568,DB01264,DB01306
329844,DB01264,DB00705
153053,DB01264,DB00615
497756,DB01264,DB08912
189959,DB01264,DB04855
68931,DB01264,DB00238
379702,DB01264,DB06414
333829,DB01264,DB01320
457749,DB01264,DB00307
476289,DB01264,DB06212
485607,DB01264,DB00582
256672,DB01264,DB00619
324306,DB01264,DB06203
106235,DB01264,DB00571
544291,DB01264,DB00980
362779,DB01264,DB00661
68853,DB01264,DB00342
144612,DB01264,DB01201
515159,DB01264,DB09073
476442,DB01264,DB00530
171770,DB01264,DB06603
495244,DB01264,DB00289
275845,DB01264,DB00269
56767,DB01264,DB01149
541661,DB01264,DB01126
137979,DB01264,DB00706
556492,DB01264,DB08931
426920,DB01264,DB01244
89223,DB01264,DB01118
103609,DB01264,DB00677
68114,DB01264,DB01114
480840,DB01264,DB01167
445179,DB01264,DB00309
422079,DB01264,DB00321
239828,DB01264,DB01069
219224,DB01264,DB01309
380023,DB01264,DB01166
551676,DB01264,DB03880
318561,DB01264,DB08903
15691,DB01264,DB09039
255929,DB01264,DB04876
147624,DB01264,DB00541
186007,DB01264,DB05521
118325,DB01264,DB09101
415958,DB01264,DB04844
506436,DB01264,DB00864
481447,DB01264,DB00687
379860,DB02703,DB01397
40300,DB02703,DB00585
427804,DB02703,DB01150
516544,DB02703,DB01113
182025,DB02703,DB00900
311506,DB02703,DB00188
297702,DB02703,DB00177
101581,DB02703,DB00543
505822,DB02703,DB00736
32179,DB02703,DB00738
69069,DB02703,DB01239
242056,DB02703,DB09242
161611,DB02703,DB01218
445492,DB02703,DB01176
400115,DB02703,DB06218
56963,DB02703,DB00474
208666,DB02703,DB00047
271351,DB02703,DB06707
358335,DB02703,DB00728
79616,DB02703,DB01063
72228,DB02703,DB00642
146776,DB02703,DB00321
407105,DB02703,DB04953
127562,DB02703,DB01595
505337,DB02703,DB00677
258234,DB02703,DB08887
74383,DB02703,DB00268
553627,DB02703,DB01285
9005,DB02703,DB00465
340967,DB02703,DB00415
479646,DB02703,DB00571
303663,DB02703,DB00283
524039,DB02703,DB00565
114689,DB02703,DB01612
557140,DB02703,DB01377
71329,DB02703,DB00747
346880,DB02703,DB06271
515667,DB02703,DB09065
132544,DB02703,DB01355
73046,DB02703,DB01111
353787,DB02703,DB09027
88395,DB02703,DB01624
526707,DB02703,DB08910
69295,DB02703,DB00919
178283,DB02703,DB00780
70496,DB02703,DB01151
66226,DB02703,DB09477
285418,DB02703,DB03619
441827,DB02703,DB06616
295271,DB02703,DB00361
394148,DB02703,DB01211
258425,DB02703,DB01248
257346,DB02703,DB08860
212650,DB02703,DB00938
130019,DB02703,DB06605
416477,DB02703,DB00216
79269,DB02703,DB01076
14495,DB02703,DB01023
106172,DB02703,DB00370
157512,DB02703,DB01018
398892,DB02703,DB00343
171891,DB02703,DB00909
488773,DB02703,DB05239
52578,DB02703,DB06413
402094,DB02703,DB01036
402759,DB02703,DB01268
79805,DB02703,DB01590
170162,DB02703,DB00661
314494,DB02703,DB00708
488380,DB02703,DB08815
139777,DB02703,DB01259
228254,DB02703,DB00908
390768,DB02703,DB01012
88907,DB02703,DB00673
215825,DB02703,DB01175
550498,DB02703,DB00541
79249,DB02703,DB00317
398699,DB02703,DB00608
79337,DB02703,DB00570
276500,DB02703,DB00877
452546,DB02703,DB06335
144584,DB02703,DB00682
526066,DB02703,DB01149
59269,DB02703,DB05521
378128,DB02703,DB00588
372546,DB02703,DB00949
195952,DB02703,DB09118
100727,DB02703,DB06626
283612,DB02703,DB09063
188380,DB02703,DB00641
67677,DB02703,DB09053
544545,DB02703,DB00622
142343,DB02703,DB09073
114148,DB02703,DB09128
421602,DB02703,DB06290
482580,DB00444,DB00570
553443,DB00444,DB08877
208215,DB00444,DB00686
524831,DB00444,DB00932
464834,DB00444,DB00783
170957,DB00444,DB01309
431627,DB00444,DB00216
390195,DB00444,DB01173
558661,DB00444,DB01070
259190,DB00444,DB01058
10955,DB00444,DB01066
202711,DB00444,DB00523
554923,DB00444,DB09061
376227,DB00444,DB00706
241144,DB00444,DB00398
497519,DB00444,DB00977
100923,DB00444,DB00662
36246,DB00444,DB01207
541773,DB00444,DB00949
107059,DB00444,DB00399
286391,DB00444,DB00448
554722,DB00444,DB00384
354478,DB00444,DB00203
543060,DB00444,DB00635
42735,DB00444,DB00628
173757,DB00444,DB06697
553501,DB00444,DB00366
548181,DB00444,DB00121
93097,DB00444,DB06636
85604,DB00444,DB06605
89217,DB00444,DB00555
348562,DB00444,DB01076
518205,DB00444,DB01168
95731,DB00444,DB00390
75,DB00444,DB01364
16312,DB00444,DB04868
121474,DB00444,DB01002
135620,DB00444,DB00482
414396,DB00444,DB09262
345897,DB00444,DB00739
154150,DB00444,DB00717
499316,DB00444,DB01274
70622,DB00444,DB00313
464615,DB00444,DB09055
21708,DB00444,DB00681
79154,DB00444,DB01029
84546,DB00444,DB00231
142868,DB00444,DB01192
535365,DB00444,DB09273
53602,DB00444,DB00950
502452,DB00444,DB01273
458197,DB00444,DB00594
210611,DB00444,DB01142
432424,DB00444,DB00319
327506,DB00444,DB06216
253377,DB00444,DB01256
236570,DB00444,DB01184
305274,DB00444,DB00475
115526,DB00444,DB00104
391794,DB00444,DB00627
220883,DB00444,DB00437
543041,DB00444,DB00690
206362,DB00444,DB00268
456300,DB00444,DB08867
103503,DB00444,DB00946
109978,DB00444,DB06603
159076,DB00444,DB00374
99689,DB00444,DB00412
546758,DB00444,DB01261
266660,DB00444,DB00126
329658,DB00444,DB00816
88142,DB00444,DB00757
91669,DB00444,DB01128
459296,DB00444,DB06663
529924,DB00444,DB00424
97571,DB00444,DB00195
304115,DB00444,DB09063
222450,DB00444,DB09123
203126,DB00444,DB01196
386314,DB00444,DB00935
162519,DB00444,DB09300
14243,DB00444,DB09048
388988,DB00444,DB08820
328436,DB00444,DB00673
26191,DB00444,DB09054
449459,DB00444,DB00864
281893,DB00444,DB01353
527198,DB00444,DB00418
365670,DB00444,DB00794
140163,DB00444,DB00541
190129,DB00444,DB01656
491972,DB00444,DB08933
377824,DB00444,DB04817
519978,DB00444,DB08912
453970,DB00444,DB00559
551244,DB08877,DB00485
80357,DB08877,DB00953
264450,DB08877,DB00761
194926,DB08877,DB00775
273934,DB08877,DB09285
487372,DB08877,DB00938
177650,DB08877,DB00919
51918,DB08877,DB00197
371916,DB08877,DB09097
9387,DB08877,DB06441
112609,DB08877,DB09009
294938,DB08877,DB00985
408293,DB08877,DB01194
216811,DB08877,DB00452
109020,DB08877,DB01553
465405,DB08877,DB06626
518643,DB08877,DB01016
23073,DB08877,DB01200
151843,DB08877,DB01048
553338,DB08877,DB00186
314939,DB08877,DB00328
338145,DB08877,DB00748
555372,DB08877,DB00450
79506,DB08877,DB00422
65572,DB08877,DB00502
100024,DB08877,DB00691
433597,DB08877,DB01061
548109,DB08877,DB00651
83348,DB08877,DB01364
74289,DB08877,DB00472
502852,DB08877,DB00524
83295,DB08877,DB08822
153056,DB08877,DB09039
2384,DB08877,DB00776
382395,DB08877,DB09030
85291,DB08877,DB11110
237215,DB08877,DB00370
207165,DB08877,DB01339
498870,DB08877,DB08811
336794,DB08877,DB09042
219698,DB08877,DB09268
499630,DB08877,DB00342
27131,DB08877,DB00696
365713,DB08877,DB06603
77,DB08877,DB08813
11086,DB08877,DB00975
384882,DB08877,DB06825
193086,DB08877,DB00165
92006,DB08877,DB00586
415117,DB08877,DB01177
310970,DB08877,DB00619
514964,DB08877,DB00282
481501,DB08877,DB08897
123033,DB08877,DB00839
16517,DB08877,DB00906
426161,DB08877,DB00681
465730,DB08877,DB06262
555587,DB08877,DB00351
444156,DB08877,DB08900
247867,DB08877,DB01109
446467,DB08877,DB04272
32391,DB08877,DB08795
515630,DB08877,DB00484
232182,DB08877,DB01202
324099,DB08877,DB01244
174676,DB08877,DB00962
463294,DB08877,DB00865
76575,DB08877,DB00201
460706,DB08877,DB00582
314262,DB08877,DB00872
320907,DB08877,DB00864
512565,DB08877,DB00674
444579,DB08877,DB08868
470106,DB08877,DB00196
28754,DB08877,DB00673
153754,DB08877,DB00264
59067,DB08877,DB00708
22655,DB08877,DB00834
37120,DB08877,DB00220
304957,DB08877,DB00598
435599,DB08877,DB01203
217303,DB08877,DB00343
211139,DB08877,DB00960
157154,DB08877,DB01097
476985,DB08877,DB00976
175764,DB08877,DB00989
89799,DB08877,DB01211
198156,DB08877,DB01167
456991,DB08877,DB00521
424504,DB08877,DB08873
328069,DB08877,DB01609
3845,DB08877,DB09048
364218,DB08877,DB00571
352619,DB08877,DB01232
29372,DB08877,DB01263
432528,DB01577,DB08901
489806,DB01577,DB00361
8740,DB01577,DB01436
92905,DB01577,DB00860
410209,DB01577,DB08813
39771,DB01577,DB01242
95783,DB01577,DB08867
519199,DB01577,DB00903
145411,DB01577,DB00418
108437,DB01577,DB09083
95250,DB01577,DB01204
313511,DB01577,DB06730
158495,DB01577,DB01203
296624,DB01577,DB01367
368151,DB01577,DB00404
337861,DB01577,DB00237
552971,DB01577,DB00851
128177,DB01577,DB00387
344548,DB01577,DB01273
503151,DB01577,DB01544
97659,DB01577,DB00327
78,DB01577,DB00231
294250,DB01577,DB06788
11488,DB01577,DB00317
430079,DB01577,DB01211
33783,DB01577,DB08872
503545,DB01577,DB01559
81549,DB01577,DB09267
127225,DB01577,DB06228
156231,DB01577,DB01117
542089,DB01577,DB00915
544728,DB01577,DB00382
497961,DB01577,DB01604
95922,DB01577,DB00390
219005,DB01577,DB09055
17160,DB01577,DB01268
486619,DB01577,DB00187
328355,DB01577,DB00889
471996,DB01577,DB01012
52781,DB01577,DB06825
172944,DB01577,DB00181
200563,DB01577,DB01229
87679,DB01577,DB01083
71532,DB01577,DB00342
292059,DB01577,DB00918
465254,DB01577,DB00323
387831,DB01577,DB00955
514095,DB01577,DB01189
348720,DB01577,DB00897
93305,DB01577,DB00371
109896,DB01577,DB00480
463906,DB01577,DB00207
465204,DB01577,DB00333
530198,DB01577,DB00283
90743,DB01577,DB00434
162815,DB01577,DB01194
485318,DB01577,DB01275
543032,DB01577,DB01001
482728,DB01577,DB06723
4399,DB01577,DB00289
380936,DB01577,DB00734
28474,DB01577,DB00420
313799,DB01577,DB00593
128827,DB01577,DB06413
83072,DB01577,DB06144
185048,DB01577,DB00422
523529,DB01577,DB00679
